Title,"HE student enrolments by level of study, first year marker, mode of study, sex and country of HE provider",,,,,,
Total undergraduate,Other years,All,Wales,Other,2016/17,30,94%
Total undergraduate,Other years,All,Wales,All,2017/18,59325,86%
Total undergraduate,Other years,All,Wales,Female,2017/18,32025,85%
Total undergraduate,Other years,All,Wales,Male,2017/18,27250,87%
Total undergraduate,Other years,All,Wales,Other,2017/18,55,84%
Total undergraduate,Other years,All,Wales,All,2018/19,59685,86%
Total undergraduate,Other years,All,Wales,Female,2018/19,32420,85%
Total undergraduate,Other years,All,Wales,Male,2018/19,27195,87%
Total undergraduate,Other years,All,Wales,Other,2018/19,70,76%
Total undergraduate,Other years,All,Wales,All,2019/20,60720,85%
Total undergraduate,Other years,All,Wales,Female,2019/20,33665,84%
Total undergraduate,Other years,All,Wales,Male,2019/20,26960,86%
Total undergraduate,Other years,All,Wales,Other,2019/20,95,82%
Total undergraduate,Other years,Full-time,All,All,2015/16,932860,91%
Total undergraduate,Other years,Full-time,All,Female,2015/16,513555,92%
Total undergraduate,Other years,Full-time,All,Male,2015/16,418960,90%
Total undergraduate,Other years,Full-time,All,Not known,2015/16,170,100%
Total undergraduate,Other years,Full-time,All,Other,2015/16,175,86%
Total undergraduate,Other years,Full-time,All,All,2016/17,964805,91%
Total undergraduate,Other years,Full-time,All,Female,2016/17,534620,92%
Total undergraduate,Other years,Full-time,All,Male,2016/17,429810,91%
Total undergraduate,Other years,Full-time,All,Not known,2016/17,60,100%
Total undergraduate,Other years,Full-time,All,Other,2016/17,320,87%
Total undergraduate,Other years,Full-time,All,All,2017/18,991035,91%
Total undergraduate,Other years,Full-time,All,Female,2017/18,553265,92%
Total undergraduate,Other years,Full-time,All,Male,2017/18,437165,91%
Total undergraduate,Other years,Full-time,All,Not known,2017/18,115,100%
Total undergraduate,Other years,Full-time,All,Other,2017/18,490,88%
Total undergraduate,Other years,Full-time,All,All,2018/19,1004875,91%
Total undergraduate,Other years,Full-time,All,Female,2018/19,562760,92%
Total undergraduate,Other years,Full-time,All,Male,2018/19,441335,91%
Total undergraduate,Other years,Full-time,All,Not known,2018/19,60,100%
Total undergraduate,Other years,Full-time,All,Other,2018/19,720,82%
Total undergraduate,Other years,Full-time,All,All,2019/20,1016520,91%
Total undergraduate,Other years,Full-time,All,Female,2019/20,571750,91%
Total undergraduate,Other years,Full-time,All,Male,2019/20,443735,90%
Total undergraduate,Other years,Full-time,All,Not known,2019/20,0,..
Total undergraduate,Other years,Full-time,All,Other,2019/20,1040,82%
Total undergraduate,Other years,Full-time,England,All,2015/16,761820,91%
Total undergraduate,Other years,Full-time,England,Female,2015/16,418180,92%
Total undergraduate,Other years,Full-time,England,Male,2015/16,343355,90%
Total undergraduate,Other years,Full-time,England,Not known,2015/16,170,100%
Total undergraduate,Other years,Full-time,England,Other,2015/16,115,86%
Total undergraduate,Other years,Full-time,England,All,2016/17,791285,91%
Total undergraduate,Other years,Full-time,England,Female,2016/17,437235,92%
Total undergraduate,Other years,Full-time,England,Male,2016/17,353760,91%
Total undergraduate,Other years,Full-time,England,Not known,2016/17,60,100%
Total undergraduate,Other years,Full-time,England,Other,2016/17,230,86%
Total undergraduate,Other years,Full-time,England,All,2017/18,815645,91%
Total undergraduate,Other years,Full-time,England,Female,2017/18,454160,92%
Total undergraduate,Other years,Full-time,England,Male,2017/18,361010,91%
Total undergraduate,Other years,Full-time,England,Not known,2017/18,115,100%
Total undergraduate,Other years,Full-time,England,Other,2017/18,360,90%
Total undergraduate,Other years,Full-time,England,All,2018/19,826940,91%
Total undergraduate,Other years,Full-time,England,Female,2018/19,461540,92%
Total undergraduate,Other years,Full-time,England,Male,2018/19,364805,91%
Total undergraduate,Other years,Full-time,England,Not known,2018/19,60,100%
Total undergraduate,Other years,Full-time,England,Other,2018/19,535,82%
Total undergraduate,Other years,Full-time,England,All,2019/20,837255,91%
Total undergraduate,Other years,Full-time,England,Female,2019/20,468770,92%
Total undergraduate,Other years,Full-time,England,Male,2019/20,367655,90%
Total undergraduate,Other years,Full-time,England,Not known,2019/20,0,..
Total undergraduate,Other years,Full-time,England,Other,2019/20,835,81%
Total undergraduate,Other years,Full-time,Northern Ireland,All,2015/16,22940,92%
Total undergraduate,Other years,Full-time,Northern Ireland,Female,2015/16,12435,92%
Total undergraduate,Other years,Full-time,Northern Ireland,Male,2015/16,10505,92%
Total undergraduate,Other years,Full-time,Northern Ireland,Other,2015/16,0,..
Total undergraduate,Other years,Full-time,Northern Ireland,All,2016/17,22330,92%
Total undergraduate,Other years,Full-time,Northern Ireland,Female,2016/17,12240,92%
Total undergraduate,Other years,Full-time,Northern Ireland,Male,2016/17,10085,91%
Total undergraduate,Other years,Full-time,Northern Ireland,Other,2016/17,0,..
Total undergraduate,Other years,Full-time,Northern Ireland,All,2017/18,21965,92%
Total undergraduate,Other years,Full-time,Northern Ireland,Female,2017/18,12125,93%
Total undergraduate,Other years,Full-time,Northern Ireland,Male,2017/18,9840,91%
Total undergraduate,Other years,Full-time,Northern Ireland,Other,2017/18,0,..
Total undergraduate,Other years,Full-time,Northern Ireland,All,2018/19,21935,92%
Total undergraduate,Other years,Full-time,Northern Ireland,Female,2018/19,12375,92%
Total undergraduate,Other years,Full-time,Northern Ireland,Male,2018/19,9555,92%
Total undergraduate,Other years,Full-time,Northern Ireland,Other,2018/19,0,..
Total undergraduate,Other years,Full-time,Northern Ireland,All,2019/20,21310,91%
Total undergraduate,Other years,Full-time,Northern Ireland,Female,2019/20,11960,91%
Total undergraduate,Other years,Full-time,Northern Ireland,Male,2019/20,9350,91%
Total undergraduate,Other years,Full-time,Northern Ireland,Other,2019/20,0,..
Total undergraduate,Other years,Full-time,Scotland,All,2015/16,98670,90%
Total undergraduate,Other years,Full-time,Scotland,Female,2015/16,57100,91%
Total undergraduate,Other years,Full-time,Scotland,Male,2015/16,41530,88%
Total undergraduate,Other years,Full-time,Scotland,Other,2015/16,40,83%
Total undergraduate,Other years,Full-time,Scotland,All,2016/17,100645,90%
Total undergraduate,Other years,Full-time,Scotland,Female,2016/17,58465,92%
Total undergraduate,Other years,Full-time,Scotland,Male,2016/17,42115,89%
Total undergraduate,Other years,Full-time,Scotland,Other,2016/17,65,88%
Total undergraduate,Other years,Full-time,Scotland,All,2017/18,102850,90%
Total undergraduate,Other years,Full-time,Scotland,Female,2017/18,59875,91%
Total undergraduate,Other years,Full-time,Scotland,Male,2017/18,42895,89%
Total undergraduate,Other years,Full-time,Scotland,Other,2017/18,80,80%
Total undergraduate,Other years,Full-time,Scotland,All,2018/19,105065,89%
Total undergraduate,Other years,Full-time,Scotland,Female,2018/19,61310,91%
Total undergraduate,Other years,Full-time,Scotland,Male,2018/19,43635,88%
Total undergraduate,Other years,Full-time,Scotland,Other,2018/19,120,84%
Total undergraduate,Other years,Full-time,Scotland,All,2019/20,107135,90%
Total undergraduate,Other years,Full-time,Scotland,Female,2019/20,63085,91%
Total undergraduate,Other years,Full-time,Scotland,Male,2019/20,43935,88%
Total undergraduate,Other years,Full-time,Scotland,Other,2019/20,120,77%
Total undergraduate,Other years,Full-time,Wales,All,2015/16,49430,91%
Total undergraduate,Other years,Full-time,Wales,Female,2015/16,25840,92%
Total undergraduate,Other years,Full-time,Wales,Male,2015/16,23575,90%
Total undergraduate,Other years,Full-time,Wales,Other,2015/16,20,..
Total undergraduate,Other years,Full-time,Wales,All,2016/17,50550,92%
Total undergraduate,Other years,Full-time,Wales,Female,2016/17,26680,93%
Total undergraduate,Other years,Full-time,Wales,Male,2016/17,23845,92%
Total undergraduate,Other years,Full-time,Wales,Other,2016/17,30,93%
Total undergraduate,Other years,Full-time,Wales,All,2017/18,50575,92%
Total undergraduate,Other years,Full-time,Wales,Female,2017/18,27105,92%
Total undergraduate,Other years,Full-time,Wales,Male,2017/18,23425,92%
Total undergraduate,Other years,Full-time,Wales,Other,2017/18,50,92%
Total undergraduate,Other years,Full-time,Wales,All,2018/19,50935,92%
Total undergraduate,Other years,Full-time,Wales,Female,2018/19,27540,92%
Total undergraduate,Other years,Full-time,Wales,Male,2018/19,23335,91%
Total undergraduate,Other years,Full-time,Wales,Other,2018/19,65,80%
Total undergraduate,Other years,Full-time,Wales,All,2019/20,50815,91%
Total undergraduate,Other years,Full-time,Wales,Female,2019/20,27935,91%
Total undergraduate,Other years,Full-time,Wales,Male,2019/20,22795,90%
Total undergraduate,Other years,Full-time,Wales,Other,2019/20,85,91%
Total undergraduate,Other years,Part-time,All,All,2015/16,167800,58%
Total undergraduate,Other years,Part-time,All,Female,2015/16,94595,58%
Total undergraduate,Other years,Part-time,All,Male,2015/16,73180,58%
Total undergraduate,Other years,Part-time,All,Not known,2015/16,0,..
Total undergraduate,Other years,Part-time,All,Other,2015/16,15,41%
Total undergraduate,Other years,Part-time,All,All,2016/17,158665,57%
Total undergraduate,Other years,Part-time,All,Female,2016/17,88940,57%
Total undergraduate,Other years,Part-time,All,Male,2016/17,69700,58%
Total undergraduate,Other years,Part-time,All,Not known,2016/17,0,..
Total undergraduate,Other years,Part-time,All,Other,2016/17,25,31%
Total undergraduate,Other years,Part-time,All,All,2017/18,146220,55%
Total undergraduate,Other years,Part-time,All,Female,2017/18,81605,54%
Total undergraduate,Other years,Part-time,All,Male,2017/18,64580,56%
Total undergraduate,Other years,Part-time,All,Not known,2017/18,0,..
Total undergraduate,Other years,Part-time,All,Other,2017/18,35,24%
Total undergraduate,Other years,Part-time,All,All,2018/19,147450,55%
Total undergraduate,Other years,Part-time,All,Female,2018/19,82220,54%
Total undergraduate,Other years,Part-time,All,Male,2018/19,65180,56%
Total undergraduate,Other years,Part-time,All,Not known,2018/19,0,..
Total undergraduate,Other years,Part-time,All,Other,2018/19,45,23%
Total undergraduate,Other years,Part-time,All,All,2019/20,151210,55%
Total undergraduate,Other years,Part-time,All,Female,2019/20,84860,54%
Total undergraduate,Other years,Part-time,All,Male,2019/20,66280,57%
Total undergraduate,Other years,Part-time,All,Not known,2019/20,0,..
Total undergraduate,Other years,Part-time,All,Other,2019/20,75,23%
Total undergraduate,Other years,Part-time,England,All,2015/16,137940,58%
Total undergraduate,Other years,Part-time,England,Female,2015/16,77705,58%
Total undergraduate,Other years,Part-time,England,Male,2015/16,60215,58%
Total undergraduate,Other years,Part-time,England,Not known,2015/16,0,..
Total undergraduate,Other years,Part-time,England,Other,2015/16,15,42%
Total undergraduate,Other years,Part-time,England,All,2016/17,128625,57%
Total undergraduate,Other years,Part-time,England,Female,2016/17,72030,57%
Total undergraduate,Other years,Part-time,England,Male,2016/17,56575,58%
Total undergraduate,Other years,Part-time,England,Not known,2016/17,0,..
Total undergraduate,Other years,Part-time,England,Other,2016/17,20,31%
Total undergraduate,Other years,Part-time,England,All,2017/18,117145,54%
Total undergraduate,Other years,Part-time,England,Female,2017/18,65110,53%
Total undergraduate,Other years,Part-time,England,Male,2017/18,52010,55%
Total undergraduate,Other years,Part-time,England,Not known,2017/18,0,..
Total undergraduate,Other years,Part-time,England,Other,2017/18,25,22%
Total undergraduate,Other years,Part-time,England,All,2018/19,116755,54%
Total undergraduate,Other years,Part-time,England,Female,2018/19,64720,53%
Total undergraduate,Other years,Part-time,England,Male,2018/19,52000,55%
Total undergraduate,Other years,Part-time,England,Not known,2018/19,0,..
Total undergraduate,Other years,Part-time,England,Other,2018/19,30,19%
Total undergraduate,Other years,Part-time,England,All,2019/20,119530,54%
Total undergraduate,Other years,Part-time,England,Female,2019/20,66315,53%
Total undergraduate,Other years,Part-time,England,Male,2019/20,53165,55%
Total undergraduate,Other years,Part-time,England,Not known,2019/20,0,..
Total undergraduate,Other years,Part-time,England,Other,2019/20,55,21%
Total undergraduate,Other years,Part-time,Northern Ireland,All,2015/16,4380,60%
Total undergraduate,Other years,Part-time,Northern Ireland,Female,2015/16,2300,55%
Total undergraduate,Other years,Part-time,Northern Ireland,Male,2015/16,2080,65%
Total undergraduate,Other years,Part-time,Northern Ireland,All,2016/17,4505,62%
Total undergraduate,Other years,Part-time,Northern Ireland,Female,2016/17,2405,59%
Total undergraduate,Other years,Part-time,Northern Ireland,Male,2016/17,2105,66%
Total undergraduate,Other years,Part-time,Northern Ireland,All,2017/18,4250,60%
Total undergraduate,Other years,Part-time,Northern Ireland,Female,2017/18,2300,57%
Total undergraduate,Other years,Part-time,Northern Ireland,Male,2017/18,1950,65%
Total undergraduate,Other years,Part-time,Northern Ireland,All,2018/19,4770,60%
Total undergraduate,Other years,Part-time,Northern Ireland,Female,2018/19,2590,57%
Total undergraduate,Other years,Part-time,Northern Ireland,Male,2018/19,2180,64%
Total undergraduate,Other years,Part-time,Northern Ireland,All,2019/20,4800,60%
Total undergraduate,Other years,Part-time,Northern Ireland,Female,2019/20,2540,56%
Total undergraduate,Other years,Part-time,Northern Ireland,Male,2019/20,2260,66%
Total undergraduate,Other years,Part-time,Scotland,All,2015/16,15850,55%
Total undergraduate,Other years,Part-time,Scotland,Female,2015/16,9155,56%
Total undergraduate,Other years,Part-time,Scotland,Male,2015/16,6695,55%
Total undergraduate,Other years,Part-time,Scotland,Other,2015/16,0,..
Total undergraduate,Other years,Part-time,Scotland,All,2016/17,16530,56%
Total undergraduate,Other years,Part-time,Scotland,Female,2016/17,9575,57%
Total undergraduate,Other years,Part-time,Scotland,Male,2016/17,6955,56%
Total undergraduate,Other years,Part-time,Scotland,Other,2016/17,5,..
Total undergraduate,Other years,Part-time,Scotland,All,2017/18,16070,57%
Total undergraduate,Other years,Part-time,Scotland,Female,2017/18,9275,56%
Total undergraduate,Other years,Part-time,Scotland,Male,2017/18,6790,57%
Total undergraduate,Other years,Part-time,Scotland,Other,2017/18,5,..
Total undergraduate,Other years,Part-time,Scotland,All,2018/19,17175,59%
Total undergraduate,Other years,Part-time,Scotland,Female,2018/19,10025,59%
Total undergraduate,Other years,Part-time,Scotland,Male,2018/19,7140,59%
Total undergraduate,Other years,Part-time,Scotland,Other,2018/19,10,32%
